Order ID,Order Date,Ship Date,Fulfilment,Customer Segment,Country,Region,State,City,Category,Sub-Category,Payment Mode,Order Status,Quantity,Discount,Sales (INR),Profit (INR),GST (INR)
IND-2022-0007637,2022-02-11,2022-02-18,Merchant,Individual,India,West,Goa,Margao,Electronics,Smart Watches,Cash on Delivery,Shipped,5,0.1,2260.57,127.41,406.9
IND-2022-0005667,2022-02-11,2022-02-14,Merchant,Individual,India,North,Rajasthan,Udaipur,Electronics,Smart TVs,EMI,Shipped,3,0.0,48418.69,4771.51,8715.36
IND-2022-0008862,2022-02-11,2022-02-15,Merchant,Small Business,India,North,Punjab,Chandigarh,FMCG & Grocery,Personal Care,Net Banking,Delivered,3,0.15,277.83,28.62,13.89
IND-2022-0004717,2022-02-11,2022-02-18,Merchant,Individual,India,West,Gujarat,Surat,Clothing & Apparel,Sportswear,Debit Card,Delivered,5,0.0,3265.74,767.7,163.29
IND-2022-0008998,2022-02-11,2022-02-13,Amazon,Enterprise,India,West,Maharashtra,Nashik,FMCG & Grocery,Beverages,UPI,Delivered,3,0.1,1798.38,225.15,89.92
IND-2022-0005284,2022-02-11,2022-02-13,Meesho,Student,India,West,Goa,Margao,Clothing & Apparel,Women's Sarees,UPI,Delivered,1,0.2,305.26,47.3,15.26
IND-2022-0005950,2022-02-11,2022-02-13,Merchant,Individual,India,East,Odisha,Berhampur,Clothing & Apparel,Kids Clothing,UPI,Cancelled,1,0.3,0.0,0.0,0.0
IND-2022-0002012,2022-02-11,2022-02-15,Merchant,Individual,India,South,Tamil Nadu,Tiruchirappalli,Electronics,Earphones & Headphones,EMI,Delivered,5,0.05,50612.33,3203.48,9110.22
IND-2022-0008963,2022-02-14,2022-02-21,Amazon,Student,India,West,Maharashtra,Nashik,Electronics,Tablets,Debit Card,Shipped,1,0.1,18097.55,604.91,3257.56
IND-2022-0001595,2022-02-14,2022-02-21,Merchant,Small Business,India,South,Karnataka,Mangaluru,Clothing & Apparel,Women's Western Wear,Cash on Delivery,Delivered,3,0.1,819.18,157.8,40.96
IND-2022-0009997,2022-02-14,2022-02-16,Merchant,Individual,India,South,Tamil Nadu,Salem,Books & Stationery,Notebooks & Diaries,UPI,Delivered,4,0.3,104.07,7.26,5.2
IND-2022-0007784,2022-02-14,2022-02-19,Amazon,Individual,India,South,Tamil Nadu,Chennai,Electronics,Power Banks,UPI,Delivered,2,0.3,29965.77,-832.0,5393.84
IND-2022-0003674,2022-02-14,2022-02-15,Amazon,Individual,India,North,Punjab,Chandigarh,Sports & Outdoors,Yoga & Fitness,EMI,Delivered,4,0.0,14266.64,2071.66,713.33
IND-2022-0007790,2022-02-14,2022-02-19,Amazon,Individual,India,South,Tamil Nadu,Tiruchirappalli,Home & Kitchen,Kitchen Appliances,UPI,Delivered,4,0.05,1539.13,164.48,184.7
IND-2022-0010320,2022-02-14,2022-02-19,Meesho,Individual,India,Central,Madhya Pradesh,Indore,Clothing & Apparel,Innerwear & Socks,UPI,Delivered,5,0.05,2897.78,599.47,144.89
IND-2022-0003008,2022-02-14,2022-02-21,Amazon,Small Business,India,South,Karnataka,Hubli,Clothing & Apparel,Women's Western Wear,Credit Card,Delivered,5,0.3,4975.13,464.3,248.76
IND-2022-0004874,2022-02-14,2022-02-18,Amazon,Individual,India,North,Uttar Pradesh,Lucknow,Clothing & Apparel,Men's Ethnic Wear,UPI,Delivered,3,0.0,1761.34,404.75,88.07
IND-2022-0005320,2022-02-14,2022-02-15,Flipkart,Student,India,South,Tamil Nadu,Salem,FMCG & Grocery,Health Supplements,Credit Card,Delivered,5,0.2,2188.25,261.93,109.41
IND-2022-0008403,2022-02-14,2022-02-18,Meesho,Individual,India,South,Karnataka,Hubli,Home & Kitchen,Kitchen Appliances,Credit Card,Delivered,4,0.0,160.57,23.56,19.27
IND-2022-0007701,2022-02-15,2022-02-18,Meesho,Individual,India,West,Maharashtra,Nagpur,Electronics,Smart TVs,Cash on Delivery,Shipped,5,0.15,116121.06,4597.25,20901.79
IND-2022-0008773,2022-02-15,2022-02-22,Merchant,Student,India,East,Jharkhand,Bokaro,Books & Stationery,Competitive Exam Books,UPI,Delivered,1,0.15,31.92,4.38,1.6
IND-2022-0008108,2022-02-15,2022-02-20,Meesho,Enterprise,India,North,Uttar Pradesh,Varanasi,Electronics,Cameras,Credit Card,Delivered,2,0.0,33117.14,2509.45,5961.09
IND-2022-0006956,2022-02-15,2022-02-21,Flipkart,Individual,India,West,Gujarat,Bhavnagar,Electronics,Smart TVs,UPI,Cancelled,4,0.05,0.0,0.0,0.0
IND-2022-0002832,2022-02-15,2022-02-22,Merchant,Individual,India,North,Punjab,Jalandhar,Electronics,Smart TVs,Credit Card,Delivered,2,0.1,17033.4,905.74,3066.01
IND-2022-0005194,2022-02-15,2022-02-19,Meesho,Individual,India,Central,Madhya Pradesh,Gwalior,Home & Kitchen,Furniture,UPI,Cancelled,5,0.4,0.0,0.0,0.0
IND-2022-0002957,2022-02-16,2022-02-21,Merchant,Individual,India,West,Gujarat,Surat,Electronics,Power Banks,Net Banking,Cancelled,3,0.0,0.0,0.0,0.0
IND-2022-0005165,2022-02-16,2022-02-20,Meesho,Individual,India,North,Rajasthan,Jodhpur,Electronics,Power Banks,UPI,Delivered,4,0.05,39882.67,2376.89,7178.88
IND-2022-0006616,2022-02-16,2022-02-23,Amazon,Small Business,India,West,Maharashtra,Nashik,Electronics,Cameras,Net Banking,Shipped,2,0.1,21341.63,1213.96,3841.49
IND-2022-0002928,2022-02-16,2022-02-17,Merchant,Individual,India,North,Punjab,Patiala,Clothing & Apparel,Innerwear & Socks,Cash on Delivery,Delivered,3,0.15,2337.92,347.85,116.9
IND-2022-0010080,2022-02-16,2022-02-21,Amazon,Individual,India,West,Gujarat,Vadodara,Electronics,Power Banks,EMI,Delivered,1,0.15,16209.65,588.41,2917.74
IND-2022-0005087,2022-02-16,2022-02-23,Amazon,Small Business,India,West,Gujarat,Bhavnagar,Clothing & Apparel,Men's Ethnic Wear,Cash on Delivery,Returned,2,0.2,0.0,0.0,0.0
IND-2022-0003981,2022-02-16,2022-02-22,Meesho,Individual,India,South,Telangana,Karimnagar,Home & Kitchen,Furniture,UPI,Delivered,5,0.0,11870.04,1485.53,1424.4
IND-2022-0006980,2022-02-17,2022-02-19,Merchant,Individual,India,South,Tamil Nadu,Madurai,Electronics,Tablets,UPI,Cancelled,2,0.0,0.0,0.0,0.0
IND-2022-0003667,2022-02-17,2022-02-24,Amazon,Individual,India,West,Gujarat,Surat,Books & Stationery,Children Books,UPI,Delivered,1,0.2,30.23,3.64,1.51
IND-2022-0007217,2022-02-17,2022-02-20,Flipkart,Individual,India,North,Uttar Pradesh,Kanpur,FMCG & Grocery,Beverages,UPI,Shipped,2,0.05,154.67,23.1,7.73
IND-2022-0004713,2022-02-17,2022-02-24,Meesho,Student,India,Central,Chhattisgarh,Bhilai,Electronics,Earphones & Headphones,Cash on Delivery,Delivered,4,0.0,86710.42,7239.09,15607.88
IND-2022-0010603,2022-02-17,2022-02-24,Merchant,Student,India,South,Karnataka,Hubli,Home & Kitchen,Cleaning Supplies,Credit Card,Shipped,1,0.0,36.95,5.42,4.43
IND-2022-0007534,2022-02-17,2022-02-18,Meesho,Individual,India,Central,Chhattisgarh,Rajnandgaon,Books & Stationery,Children Books,Cash on Delivery,Returned,3,0.0,0.0,0.0,0.0
IND-2022-0003331,2022-02-17,2022-02-24,Meesho,Enterprise,India,Central,Madhya Pradesh,Indore,Sports & Outdoors,Trekking Gear,UPI,Delivered,2,0.2,3376.65,335.2,168.83
IND-2022-0005427,2022-02-17,2022-02-19,Merchant,Individual,India,North,Delhi,Karol Bagh,FMCG & Grocery,Baby Products,UPI,Delivered,3,0.0,528.63,96.61,26.43
IND-2022-0008182,2022-02-17,2022-02-20,Amazon,Individual,India,North,Rajasthan,Kota,Books & Stationery,Art & Craft Supplies,Cash on Delivery,Delivered,1,0.0,233.37,51.28,11.67
IND-2022-0001852,2022-02-17,2022-02-23,Meesho,Student,India,North,Uttar Pradesh,Varanasi,Home & Kitchen,Cookware,Cash on Delivery,Cancelled,1,0.1,0.0,0.0,0.0
IND-2022-0005840,2022-02-17,2022-02-19,Flipkart,Small Business,India,North,Uttar Pradesh,Lucknow,Home & Kitchen,Bedsheets & Pillows,Cash on Delivery,Delivered,5,0.0,6027.51,736.41,723.3
IND-2022-0004283,2022-02-18,2022-02-19,Merchant,Individual,India,West,Goa,Margao,Clothing & Apparel,Kurta & Kurti,Debit Card,Delivered,2,0.0,1036.1,208.22,51.8
IND-2022-0007277,2022-02-18,2022-02-23,Meesho,Individual,India,North,Rajasthan,Kota,Books & Stationery,Art & Craft Supplies,UPI,Delivered,1,0.4,176.76,7.23,8.84
IND-2022-0004330,2022-02-18,2022-02-22,Amazon,Small Business,India,West,Gujarat,Vadodara,Clothing & Apparel,Sportswear,Cash on Delivery,Delivered,1,0.15,598.5,88.41,29.92
IND-2022-0004433,2022-02-18,2022-02-23,Meesho,Student,India,West,Maharashtra,Nashik,FMCG & Grocery,Health Supplements,Cash on Delivery,Delivered,4,0.1,2137.42,283.5,106.87
IND-2022-0004094,2022-02-18,2022-02-23,Merchant,Individual,India,South,Kerala,Thrissur,Sports & Outdoors,Yoga & Fitness,Credit Card,Delivered,2,0.3,1794.03,74.89,89.7
IND-2022-0005001,2022-02-18,2022-02-20,Merchant,Individual,India,East,West Bengal,Howrah,Books & Stationery,Children Books,Net Banking,Shipped,2,0.15,67.14,8.3,3.36
IND-2022-0002428,2022-02-18,2022-02-19,Flipkart,Individual,India,North,Punjab,Jalandhar,Home & Kitchen,Storage & Organisation,Debit Card,Returned,5,0.0,0.0,0.0,0.0
IND-2022-0008550,2022-02-18,2022-02-24,Merchant,Individual,India,East,Bihar,Gaya,Clothing & Apparel,Women's Sarees,Cash on Delivery,Delivered,2,0.15,1466.06,231.12,73.3
IND-2022-0006938,2022-02-21,2022-02-24,Merchant,Individual,India,West,Goa,Vasco da Gama,Electronics,Tablets,Credit Card,Delivered,4,0.0,55545.47,3828.6,9998.18
IND-2022-0001741,2022-02-21,2022-02-25,Amazon,Individual,India,West,Goa,Vasco da Gama,Clothing & Apparel,Sportswear,Credit Card,Delivered,4,0.3,379.47,32.98,18.97
IND-2022-0002343,2022-02-21,2022-02-22,Amazon,Student,India,East,Bihar,Bhagalpur,FMCG & Grocery,Pet Supplies,Credit Card,Delivered,2,0.0,909.2,160.02,45.46
IND-2022-0006097,2022-02-21,2022-02-25,Meesho,Enterprise,India,North,Delhi,Karol Bagh,Home & Kitchen,Bedsheets & Pillows,UPI,Delivered,3,0.0,10334.03,1401.4,1240.08
IND-2022-0010181,2022-02-21,2022-02-24,Amazon,Small Business,India,South,Telangana,Khammam,Clothing & Apparel,Men's T-Shirts,Debit Card,Shipped,1,0.05,575.54,122.78,28.78
IND-2022-0004641,2022-02-21,2022-02-23,Meesho,Student,India,Central,Chhattisgarh,Bhilai,Clothing & Apparel,Kids Clothing,Credit Card,Delivered,1,0.0,937.36,213.01,46.87
IND-2022-0009324,2022-02-21,2022-02-25,Amazon,Individual,India,West,Goa,Margao,Books & Stationery,Notebooks & Diaries,UPI,Delivered,4,0.15,1055.56,149.74,52.78
IND-2022-0006121,2022-02-21,2022-02-25,Amazon,Individual,India,Central,Madhya Pradesh,Bhopal,Electronics,Smartphones,Cash on Delivery,Delivered,3,0.0,71540.17,6726.04,12877.23
IND-2022-0002599,2022-02-21,2022-02-26,Merchant,Individual,India,North,Punjab,Amritsar,Home & Kitchen,Cleaning Supplies,UPI,Delivered,2,0.3,54.91,0.47,6.59
IND-2022-0003719,2022-02-22,2022-02-26,Merchant,Small Business,India,North,Delhi,Lajpat Nagar,Electronics,Tablets,UPI,Delivered,2,0.05,59212.73,3960.86,10658.29
IND-2022-0001999,2022-02-22,2022-03-01,Amazon,Individual,India,West,Goa,Margao,Clothing & Apparel,Innerwear & Socks,Cash on Delivery,Delivered,5,0.2,2335.06,314.78,116.75
IND-2022-0001506,2022-02-22,2022-03-01,Merchant,Small Business,India,South,Kerala,Kollam,Electronics,Smartphones,Debit Card,Delivered,1,0.1,15953.56,499.99,2871.64
IND-2022-0003064,2022-02-22,2022-02-25,Merchant,Individual,India,West,Maharashtra,Nashik,Clothing & Apparel,Women's Sarees,UPI,Shipped,3,0.15,1240.8,220.26,62.04
IND-2022-0004124,2022-02-22,2022-02-28,Amazon,Individual,India,West,Gujarat,Rajkot,Books & Stationery,Competitive Exam Books,UPI,Delivered,5,0.1,3057.63,482.93,152.88
IND-2022-0007969,2022-02-22,2022-02-24,Amazon,Small Business,India,West,Goa,Vasco da Gama,Electronics,Smart Watches,Credit Card,Delivered,1,0.2,15776.15,28.06,2839.71
IND-2022-0008168,2022-02-22,2022-03-01,Amazon,Small Business,India,South,Telangana,Khammam,Electronics,Laptops,Net Banking,Delivered,2,0.0,13600.02,1242.93,2448.0
IND-2022-0004723,2022-02-22,2022-03-01,Amazon,Small Business,India,South,Kerala,Thiruvananthapuram,Clothing & Apparel,Kids Clothing,Net Banking,Delivered,3,0.0,2289.57,490.07,114.48
IND-2022-0005509,2022-02-22,2022-02-24,Merchant,Small Business,India,North,Rajasthan,Kota,Clothing & Apparel,Women's Sarees,Cash on Delivery,Delivered,3,0.0,3911.59,880.5,195.58
IND-2022-0009626,2022-02-22,2022-02-27,Amazon,Individual,India,South,Tamil Nadu,Salem,Clothing & Apparel,Women's Sarees,Cash on Delivery,Delivered,4,0.15,2707.03,443.92,135.35
IND-2022-0010119,2022-02-22,2022-02-23,Flipkart,Individual,India,North,Rajasthan,Jodhpur,Clothing & Apparel,Men's Ethnic Wear,Credit Card,Delivered,5,0.0,2446.73,586.01,122.34
IND-2022-0010299,2022-02-22,2022-02-28,Merchant,Individual,India,South,Kerala,Kochi,Clothing & Apparel,Men's Ethnic Wear,Credit Card,Delivered,2,0.0,2113.69,458.67,105.68
IND-2022-0001482,2022-02-22,2022-02-25,Merchant,Individual,India,East,Jharkhand,Bokaro,Electronics,Smart TVs,Credit Card,Delivered,2,0.0,42328.77,2757.73,7619.18
IND-2022-0005104,2022-02-22,2022-02-25,Amazon,Enterprise,India,Central,Madhya Pradesh,Bhopal,Home & Kitchen,Cleaning Supplies,Net Banking,Delivered,5,0.4,120.71,-2.71,14.49
IND-2022-0005903,2022-02-22,2022-02-25,Amazon,Individual,India,East,Odisha,Rourkela,Clothing & Apparel,Women's Western Wear,Cash on Delivery,Delivered,3,0.0,2816.66,660.84,140.83
IND-2022-0005627,2022-02-23,2022-02-26,Merchant,Individual,India,West,Maharashtra,Aurangabad,FMCG & Grocery,Health Supplements,Net Banking,Shipped,2,0.0,323.44,61.99,16.17
IND-2022-0001713,2022-02-23,2022-02-28,Meesho,Student,India,East,Odisha,Sambalpur,Clothing & Apparel,Innerwear & Socks,Credit Card,Delivered,5,0.0,3375.93,773.1,168.8
IND-2022-0007659,2022-02-23,2022-03-02,Merchant,Individual,India,West,Maharashtra,Aurangabad,Home & Kitchen,Storage & Organisation,Debit Card,Delivered,2,0.15,4039.97,351.94,484.8
IND-2022-0003467,2022-02-23,2022-03-01,Amazon,Enterprise,India,North,Uttar Pradesh,Varanasi,FMCG & Grocery,Baby Products,UPI,Delivered,4,0.2,118.46,9.59,5.92
IND-2022-0003342,2022-02-23,2022-02-24,Amazon,Individual,India,West,Maharashtra,Nagpur,Home & Kitchen,Furniture,UPI,Delivered,4,0.1,3474.32,416.11,416.92
IND-2022-0007419,2022-02-23,2022-03-01,Flipkart,Individual,India,South,Karnataka,Bengaluru,Electronics,Smart TVs,UPI,Delivered,5,0.0,57567.37,4639.95,10362.13
IND-2022-0007008,2022-02-23,2022-03-01,Amazon,Small Business,India,East,West Bengal,Durgapur,Home & Kitchen,Cleaning Supplies,Credit Card,Delivered,3,0.2,8524.35,632.32,1022.92
IND-2022-0004224,2022-02-23,2022-02-27,Flipkart,Individual,India,South,Kerala,Kollam,Electronics,Smart Watches,Debit Card,Delivered,3,0.5,232.53,-29.55,41.86
IND-2022-0009285,2022-02-23,2022-03-02,Merchant,Individual,India,West,Goa,Panaji,Clothing & Apparel,Kids Clothing,Credit Card,Delivered,4,0.0,544.35,124.54,27.22
IND-2022-0010236,2022-02-23,2022-02-26,Amazon,Enterprise,India,West,Gujarat,Rajkot,Home & Kitchen,Home Decor,Debit Card,Delivered,1,0.05,336.63,34.52,40.4
IND-2022-0009940,2022-02-23,2022-03-01,Meesho,Individual,India,South,Telangana,Warangal,Clothing & Apparel,Women's Sarees,Net Banking,Delivered,3,0.0,1538.03,366.97,76.9
IND-2022-0002078,2022-02-24,2022-03-03,Amazon,Individual,India,West,Maharashtra,Pune,Electronics,Laptops,UPI,Delivered,5,0.0,73842.0,5633.95,13291.56
IND-2022-0003540,2022-02-24,2022-02-28,Merchant,Individual,India,North,Rajasthan,Ajmer,Home & Kitchen,Kitchen Appliances,UPI,Delivered,4,0.0,19113.93,2368.34,2293.67
IND-2022-0006638,2022-02-24,2022-02-26,Flipkart,Individual,India,North,Rajasthan,Ajmer,Clothing & Apparel,Sportswear,Credit Card,Delivered,5,0.05,3690.79,711.2,184.54
IND-2022-0004475,2022-02-24,2022-02-25,Merchant,Individual,India,East,Jharkhand,Dhanbad,Books & Stationery,Notebooks & Diaries,UPI,Delivered,2,0.15,208.8,31.32,10.44
IND-2022-0005206,2022-02-24,2022-02-25,Merchant,Individual,India,South,Telangana,Warangal,Clothing & Apparel,Women's Sarees,UPI,Delivered,4,0.0,4083.33,955.78,204.17
IND-2022-0002672,2022-02-24,2022-02-25,Meesho,Individual,India,South,Tamil Nadu,Salem,Clothing & Apparel,Women's Sarees,UPI,Returned,5,0.3,0.0,0.0,0.0
IND-2022-0009460,2022-02-24,2022-03-02,Meesho,Small Business,India,East,Odisha,Bhubaneswar,FMCG & Grocery,Packaged Foods,Credit Card,Cancelled,5,0.05,0.0,0.0,0.0
IND-2022-0009954,2022-02-24,2022-02-27,Meesho,Enterprise,India,South,Tamil Nadu,Madurai,Home & Kitchen,Bedsheets & Pillows,UPI,Delivered,2,0.15,8182.72,805.51,981.93
IND-2022-0009439,2022-02-24,2022-02-28,Amazon,Enterprise,India,East,Bihar,Muzaffarpur,Home & Kitchen,Cookware,UPI,Delivered,2,0.0,72.22,9.86,8.67
IND-2022-0010028,2022-02-24,2022-02-28,Meesho,Student,India,East,Bihar,Gaya,Electronics,Smartphones,Credit Card,Delivered,1,0.15,12641.43,9.67,2275.46
IND-2022-0009880,2022-02-24,2022-03-02,Amazon,Enterprise,India,South,Tamil Nadu,Chennai,Electronics,Laptops,Cash on Delivery,Delivered,2,0.0,84.59,5.76,15.23
IND-2022-0003670,2022-02-24,2022-03-03,Amazon,Small Business,India,Central,Chhattisgarh,Raipur,Books & Stationery,Children Books,Cash on Delivery,Delivered,2,0.0,1250.72,239.62,62.54
IND-2022-0008891,2022-02-24,2022-02-28,Meesho,Individual,India,Central,Madhya Pradesh,Indore,Clothing & Apparel,Kurta & Kurti,Cash on Delivery,Delivered,5,0.05,7007.25,1494.52,350.36
IND-2022-0006476,2022-02-24,2022-03-02,Amazon,Enterprise,India,East,Jharkhand,Bokaro,Electronics,Power Banks,Net Banking,Delivered,5,0.2,75397.97,-995.28,13571.63
IND-2022-0010400,2022-02-25,2022-03-01,Amazon,Individual,India,South,Kerala,Kochi,Home & Kitchen,Bedsheets & Pillows,UPI,Delivered,2,0.1,64.72,5.78,7.77
IND-2022-0009707,2022-02-25,2022-03-02,Merchant,Enterprise,India,East,West Bengal,Siliguri,Sports & Outdoors,Trekking Gear,Net Banking,Delivered,5,0.0,174.74,27.12,8.74
IND-2022-0001865,2022-02-25,2022-02-27,Meesho,Small Business,India,West,Maharashtra,Aurangabad,Sports & Outdoors,Cricket Equipment,UPI,Delivered,5,0.1,176.65,19.81,8.83
IND-2022-0008364,2022-02-25,2022-02-28,Merchant,Small Business,India,South,Karnataka,Mysuru,Clothing & Apparel,Innerwear & Socks,UPI,Shipped,4,0.0,1365.89,293.32,68.29
IND-2022-0001125,2022-02-25,2022-03-01,Amazon,Individual,India,West,Gujarat,Surat,Electronics,Smart TVs,EMI,Delivered,1,0.5,19.76,-2.76,3.56
IND-2022-0010776,2022-02-25,2022-03-04,Merchant,Small Business,India,East,Bihar,Muzaffarpur,Electronics,Smart TVs,Debit Card,Cancelled,5,0.3,0.0,0.0,0.0
IND-2022-0009173,2022-02-25,2022-03-01,Merchant,Individual,India,West,Goa,Vasco da Gama,Electronics,Laptops,Debit Card,Delivered,4,0.15,68456.12,1129.74,12322.1
IND-2022-0006720,2022-02-25,2022-03-01,Merchant,Small Business,India,East,Bihar,Bhagalpur,Home & Kitchen,Bedsheets & Pillows,EMI,Shipped,4,0.05,24725.07,2661.36,2967.01
IND-2022-0008976,2022-02-25,2022-03-01,Merchant,Small Business,India,South,Tamil Nadu,Salem,Electronics,Smart TVs,Cash on Delivery,Delivered,1,0.0,12796.84,1154.88,2303.43
IND-2022-0002384,2022-02-25,2022-02-26,Amazon,Enterprise,India,North,Rajasthan,Kota,Home & Kitchen,Furniture,Credit Card,Shipped,2,0.15,64.38,6.31,7.73
IND-2022-0003580,2022-02-25,2022-03-02,Amazon,Individual,India,West,Maharashtra,Mumbai,Clothing & Apparel,Men's T-Shirts,UPI,Delivered,3,0.0,1242.15,286.14,62.11
IND-2022-0005113,2022-02-28,2022-03-03,Flipkart,Individual,India,South,Kerala,Kollam,Clothing & Apparel,Men's T-Shirts,Net Banking,Delivered,2,0.1,1937.89,373.08,96.89
IND-2022-0003144,2022-02-28,2022-03-03,Amazon,Individual,India,West,Gujarat,Bhavnagar,Electronics,Tablets,Cash on Delivery,Delivered,3,0.1,109.9,5.12,19.78
IND-2022-0001075,2022-02-28,2022-03-05,Amazon,Enterprise,India,Central,Madhya Pradesh,Ujjain,Electronics,Smart Watches,UPI,Delivered,1,0.0,25888.19,1915.86,4659.87
IND-2022-0002439,2022-02-28,2022-03-06,Amazon,Individual,India,East,Odisha,Sambalpur,FMCG & Grocery,Personal Care,UPI,Delivered,4,0.0,1042.04,174.43,52.1
IND-2022-0005914,2022-02-28,2022-03-02,Amazon,Enterprise,India,North,Punjab,Chandigarh,Electronics,Smart Watches,EMI,Shipped,5,0.05,54773.42,3396.89,9859.22
IND-2022-0010949,2022-02-28,2022-03-02,Merchant,Small Business,India,West,Goa,Panaji,Home & Kitchen,Furniture,Credit Card,Delivered,1,0.1,840.31,86.71,100.84
IND-2022-0003784,2022-02-28,2022-03-01,Merchant,Enterprise,India,West,Goa,Panaji,Books & Stationery,Fiction & Literature,Debit Card,Shipped,4,0.1,141.78,20.25,7.09
IND-2022-0007204,2022-02-28,2022-03-02,Meesho,Small Business,India,South,Karnataka,Mangaluru,Electronics,Tablets,Debit Card,Delivered,3,0.0,41327.17,3452.95,7438.89
IND-2022-0008401,2022-03-01,2022-03-02,Amazon,Enterprise,India,East,West Bengal,Kolkata,Clothing & Apparel,Men's Ethnic Wear,Debit Card,Delivered,2,0.0,1802.36,432.01,90.12
IND-2022-0006380,2022-03-01,2022-03-06,Meesho,Individual,India,Central,Madhya Pradesh,Gwalior,Clothing & Apparel,Innerwear & Socks,UPI,Delivered,2,0.0,2625.27,611.14,131.26
IND-2022-0002898,2022-03-01,2022-03-03,Meesho,Individual,India,North,Uttar Pradesh,Agra,Home & Kitchen,Kitchen Appliances,Debit Card,Delivered,2,0.05,6754.4,871.94,810.53
IND-2022-0002090,2022-03-01,2022-03-07,Amazon,Small Business,India,North,Uttar Pradesh,Agra,Electronics,Tablets,Credit Card,Returned,5,0.0,0.0,0.0,0.0
IND-2022-0004327,2022-03-01,2022-03-03,Amazon,Individual,India,East,Bihar,Patna,Sports & Outdoors,Badminton Equipment,Net Banking,Delivered,3,0.2,3278.53,211.68,163.93
IND-2022-0005693,2022-03-01,2022-03-07,Merchant,Small Business,India,South,Kerala,Kollam,Electronics,Power Banks,Net Banking,Cancelled,1,0.1,0.0,0.0,0.0
IND-2022-0004106,2022-03-01,2022-03-03,Meesho,Individual,India,West,Gujarat,Ahmedabad,Clothing & Apparel,Women's Western Wear,Debit Card,Delivered,2,0.15,233.62,37.34,11.68
IND-2022-0008039,2022-03-01,2022-03-07,Amazon,Small Business,India,West,Goa,Panaji,Books & Stationery,Competitive Exam Books,Credit Card,Delivered,1,0.0,309.02,61.68,15.45
IND-2022-0002867,2022-03-01,2022-03-07,Amazon,Student,India,East,West Bengal,Durgapur,Clothing & Apparel,Kurta & Kurti,EMI,Delivered,1,0.15,1109.23,181.01,55.46
IND-2022-0006647,2022-03-01,2022-03-08,Meesho,Individual,India,West,Goa,Margao,Home & Kitchen,Bedsheets & Pillows,Net Banking,Delivered,2,0.0,10125.17,1251.5,1215.02
IND-2022-0008604,2022-03-01,2022-03-04,Amazon,Individual,India,South,Tamil Nadu,Chennai,Clothing & Apparel,Sportswear,UPI,Delivered,1,0.0,960.36,221.59,48.02
IND-2022-0008369,2022-03-02,2022-03-05,Merchant,Small Business,India,South,Tamil Nadu,Tiruchirappalli,Books & Stationery,Notebooks & Diaries,UPI,Delivered,2,0.0,602.62,126.82,30.13
IND-2022-0008190,2022-03-02,2022-03-09,Merchant,Small Business,India,East,Bihar,Muzaffarpur,Clothing & Apparel,Women's Western Wear,EMI,Delivered,5,0.3,2801.68,288.68,140.08
IND-2022-0008232,2022-03-02,2022-03-09,Amazon,Individual,India,West,Goa,Vasco da Gama,Home & Kitchen,Kitchen Appliances,UPI,Delivered,3,0.15,336.95,30.86,40.43
IND-2022-0009514,2022-03-02,2022-03-08,Amazon,Individual,India,West,Maharashtra,Aurangabad,Books & Stationery,Fiction & Literature,Cash on Delivery,Delivered,4,0.15,1738.88,211.5,86.94
IND-2022-0006342,2022-03-02,2022-03-07,Amazon,Student,India,East,Jharkhand,Bokaro,Electronics,Cameras,UPI,Returned,5,0.0,0.0,0.0,0.0
IND-2022-0002888,2022-03-02,2022-03-08,Amazon,Individual,India,Central,Madhya Pradesh,Bhopal,FMCG & Grocery,Personal Care,Debit Card,Delivered,3,0.3,1621.14,97.74,81.06
IND-2022-0003318,2022-03-02,2022-03-06,Amazon,Individual,India,South,Karnataka,Bengaluru,Home & Kitchen,Furniture,Debit Card,Returned,5,0.4,0.0,0.0,0.0
IND-2022-0001876,2022-03-02,2022-03-08,Meesho,Small Business,India,West,Goa,Vasco da Gama,Home & Kitchen,Kitchen Appliances,UPI,Delivered,4,0.3,4557.55,164.18,546.91
IND-2022-0009097,2022-03-03,2022-03-09,Amazon,Enterprise,India,North,Uttar Pradesh,Noida,Home & Kitchen,Cleaning Supplies,UPI,Delivered,5,0.0,10902.78,1708.25,1308.33
IND-2022-0008264,2022-03-03,2022-03-09,Flipkart,Individual,India,North,Rajasthan,Ajmer,FMCG & Grocery,Personal Care,Credit Card,Delivered,4,0.0,2066.36,356.89,103.32
IND-2022-0007587,2022-03-03,2022-03-08,Merchant,Enterprise,India,West,Gujarat,Surat,FMCG & Grocery,Packaged Foods,Debit Card,Delivered,3,0.0,325.69,53.4,16.28
IND-2022-0003317,2022-03-03,2022-03-07,Flipkart,Individual,India,North,Rajasthan,Jodhpur,Electronics,Laptops,Debit Card,Delivered,3,0.4,94.16,-6.69,16.95
IND-2022-0005308,2022-03-03,2022-03-07,Amazon,Student,India,North,Punjab,Patiala,Clothing & Apparel,Men's T-Shirts,Credit Card,Shipped,3,0.0,5591.45,1210.51,279.57
IND-2022-0004034,2022-03-03,2022-03-09,Amazon,Enterprise,India,North,Punjab,Chandigarh,Electronics,Cameras,Cash on Delivery,Delivered,4,0.3,68901.93,-2025.85,12402.35
